Amina Flow,Flotation Column 03 Air Flow,% Iron Concentrate,% Silica Concentrate
363.051,299.311,66.7,1.25
367.131,298.699,65.82,1.58
411.945,297.907,66.55,1.84
452.972,299.268,66.95,1.48
344.516,300.984,67.39,1.26
356.129,297.212,67.06,1.29
386.784,297.949,67.3,1.16
406.282,297.815,66.68,1.44
383.977,301.685,66.47,1.32
422.572,298.179,65.79,1.52
420.735,300.978,66,1.75
512.691,298.697,65.7,1.84
524.66,302.218,65.36,2.01
562.248,301.685,63.75,4.95
551.35,300.018,65.27,3.02
566.724,298.835,66.03,1.64
582.083,298.385,63.96,4.15
463.994,299.101,65.54,1.58
581.982,297.916,66.32,2.06
538.67,298.764,65.04,1.85
536.279,300.925,65.34,2.26
596.5,301.904,66.17,1.5
392.619,302.07,66.25,1.44
584.076,297.949,65.09,1.46
460.486,302.918,64.96,2.05
540.518,298.349,64.86,2.59
500.898,301.044,65.36,2.72
703.705,299.136,63.6,3.34
518.634,298.664,62.16,3.341753607
598.24,302.378,62.16324084,3.657402886
496.498,302.744,63.32994451,4.288701443
556.779,299.192,63.91329634,4.604350721
560.918,301.078,64.49664817,4.92
594.217,302.569,65.08,2.05
616.742,298.117,64.15,1.59
559.982,301.42,64.75,2.05
630.109,298.126,64.87,2.9
607.514,302.093,64.21,2.28
483.394,301.847,64.63,2.48
544.919,300.456,63.97,2.29
562.274,297.92,64.68,1.87
551.381,300.208,63.69,3.96
501.514,297.36,65.33,1.57
517.542,300.185,65.02,1.63
504.507,300.073,64.68,1.71
564.404,298.137,64.88,1.72
476.958,297.845,64.89,1.74
518.188,299.268,65.02,1.74
567.832,302.233,64.93,1.62
532.652,300.309,63.98,2.64
487.277,299.753,64.72,1.43
445.883,300.571,65.05,1.39
286.1061765,298.778,64.42,1.31
243.7791677,298.608,64.53,2.09
333.258,302.168,65.28,1.24
456.259,300.626,63.44,3.8
508.799,301.508,64.56,2.78
476.859,299.268,66.23,2.06
527.954,299.358,66.63,2.01
527.243,299.018,64.76,3.36
498.52,299.567,64.76,3.36
544.215,299.628,64.76,3.36
404.4429045,300.63,64.76,3.36
463.1419609,299.621,64.76,3.36
521.8410173,298.508,64.76,3.36
580.5400737,297.911,64.76,3.36
639.23913,299.148,64.76,3.36
325.3336842,299.192,64.76,3.36
381.007,300.188,65.18,2.88
567.572,297.767,65.26,2.6
610.104,302.563,63.01,4.92
623.989,297.802,63.67,5.47
620.851,299.458,65.85,1.73
489.87,299.493,62.97,1.725801105
314.3789663,301.424,66,0.97
574.992,297.644,65.8,1.01
503.589,300.59,66.02,1.2
511.935,300.069,65.85,1.06
445.951,300.762,67.17,1.01
520.487,298.389,65.34,1
523.94,298.92,66.1,1.29
525.15,297.401,66.97,1.06
477.933,299.752,65.78,1.17
444.888,298.434,66.56,1.15
446.189,302.021,66.25,1.25
495.288,299.132,65.78,1.12
440.063,300.806,66.22,1.19
424.523,298.389,65.77,1.49
484.922,298.004,65.29,1.24
423.584,300.134,65.71,1.61
345.2608182,301.001,66.2,1.19
515.988,301.802,65.73,1.36
407.446,299.813,66.02,1.64
435.791,302.124,65.6,1.76
370.628,301.848,65.45,1.43
244.7728228,300.795,65.42,1.57
298.112,301.485,64.29,1.64
402.832,302.344,64.98,1.6
412.363,299.587,65.11,1.53
315.702,302.124,65.46,1.6
369.468,298.575,65.63,1.48
401.001,298.839,66.42,1.19
394.463,298.601,64.56,1.37
421.642,301.505,66.44,1.35
406.998,301.579,65.8,1.47
446.762,298.475,65.74,1.64
611.542,298.055,65.59,1.9
553.034,302.114,65.88,1.69
253.0486829,299.906,65.72,1.92
542.181,301.685,65.82,2.16
544.102,298.721,65.29,1.82
559.66,297.222,65.94,1.61
563.643,298.532,65.78,2.05
557.485,300.17,64.98,2.72
570.117,298.267,64.55,4.11
506.016,301.32,65.06,2.13
611.421,299.048,64.72,2.44
490.669,302.543,65.68,1.79
597.534,301.685,65.93,1.9
557.24,300.114,64.97,2.93
612.781,299.061,64.77,2.56
570.068,302.783,64.24,2.7
599.907,298.847,65.11,2.28
553.784,301.476,64.73,2.43
534.058,299.007,64.84,2.6
488.892,300.75,64.27,2.58
537.641,299.228,65.08,2.04
513.655,298.458,63.94,2.23
572.336,299.309,64.65,2.05
544.121,299.507,63.75,1.87
602,298.389,64.32,1.99
553.976,299.191,65.43,1.44
571.683,300.437,65.78,1.97
608.818,299.2,65.89,1.33
530.396,300.053,65.4,1.69
567.316,300.06,66.19,1.32
483.485,301.37,64.98,2.36
547.176,300.357,66.17,1.3
536.035,302.124,66.49,1.56
594.156,302.467,66.49,1.67
563.354,252.905,66.14,1.37
532.789,250.725,65.99,1.41
559.031,249.513,66.44,1.49
550.84,249.863,65.59,2.34
489.972,251.53,66.03,1.59
492.482,249.39,66.61,1.47
491.824,250.124,66,1.67
464.86,249.147,64.35,3.1
420.605,252.861,64.9,2.66
547.176,251.938,64.25,3.42
607.965,301.411,64.34,2.77
577.659,302.195,64.81,2.44
596.068,301.552,65.35,1.83
534.398,297.898,66.42,1.48
445.3336559,301.768,66.42,1.48
582.076,301.381,66.42,1.48
537.449,298.161,66.03,1.51
542.336,298.359,65.29,1.88
568.848,300.943,65.34,1.93
537.736,297.774,65.59,1.92
598.789,298.647,65.52,1.88
572.51,297.29,65.44,1.95
550.253,252.011,65.63,2.16
572.972,249.496,64.91,2.9
608.145,252.052,65.32,2.33
578.877,250.237,65.79,2.1
608.202,249.643,66.07,1.73
597.893,249.532,66.07,1.46
513.056,248.997,65.75,1.95
523.788,248.511,65.53,1.66
561.373,302.074,64.53,2.1
560.745,298.318,65.61,1.74
460.21,301.368,64.24,2.87
489.472,297.97,64.67,2.57
540.474,298.925,64.47,2.18
394.6798095,299.268,65.61,1.82
513.029,298.588,65.89,2.03
560.7,301.736,63.29,4.28
570.783,302.026,65.14,1.81
542.178,300.263,64.31,2.43
573.282,299.707,65.35,1.81
571.822,302.251,65.07,1.53
520.569,301.531,65.21,1.88
558.982,301.824,65.41,2.1
629.9,300.125,64.17,2.54
551.8,299.033,65.73,1.78
475.739,298.453,65.17,1.67
524.063,298.554,64.77,2.57
474.728,297.767,64.96,2.05
499.626,301.245,65.23,1.83
480.957,301.562,64.97,1.79
551.443,300.876,64.76,2
539.617,301.922,64.07,2.08
555.39,299.03,64.68,2.07
510.789,302.124,64.54,1.71
473.823,299.795,64.22,1.72
426.298,299.315,64.68,1.45
439.027,298.537,64.83,1.62
323.4036,302.954,64.15,1.58
491.98,300.094,64.58,1.57
518.164,299.753,64.12,1.92
549.887,299.471,64.11,2.44
470.144,301.151,64.82,1.99
438.626,299.223,64.67,2.15
530.498,297.535,64.36,1.85
560.171,299.546,64.86,2.14
464.478,298.389,65.13,2.04
519.352,298.711,64.23,2.2
517.824,301.823,64.46,2
505.148,298.076,64.16,1.99
547.999,299.887,63.99,2.73
516.08,301.405,63.43,2.65
579.698,299.838,62.33,4.93
563.15,302.083,62.3298197,4.93038835
560.712,300.99,62.26490985,5.070194175
504.15,298.457,62.23245492,5.140097087
546.367,302.344,62.2,5.21
577.326,298.978,64.57,2.99
536.443,298.656,65.11,3.33
587.761,298.213,65.33,3.32
559.381,299.962,65.53,3.01
549.1,299.107,64.73,2.72
528.267,299.239,64.73,2.72
613.711,300.846,65.26,1.94
543.538,299.707,65.26,1.94
605.52,299.684,64.92,1.61
604.997,297.832,65.1,1.62
567.869,298.389,65.19,1.47
567.453,299.423,65.71,1.45
598.994,302.078,65.16,1.7
526.805,298.604,66.56,1.36
425.71,302.783,65.79,1.24
424.29,302.441,67.63,1.05
477.239,298.709,65.64,1.1
519.929,299.976,66.49,1.27
504.309,301.685,65.68,1.69
633.121,300.782,66.05,1.61
473.208,299.487,64.78,1.66
494.952,301.89,65.49,1.97
531.589,298.986,65.07,2.71
489.716,298.762,65.49,2.14
454.849,298.828,65.68,1.97
512.095,297.542,64.68,1.91
406.61,298.825,64.66,1.81
395.06,299.903,64.26,1.72
383.511,300.981,64.57,1.64
367.67,298.957,63.84,1.7
367.744,298.151,64.16,1.89
438.253,301.98,64.5,1.92
417.93,299.235,64.35,1.75
389.978,298.643,64.73,1.47
243.6302,300.986,63.62,2.09
431.011,299.702,64.07,2.45
388.7512941,302.627,64.11,1.72
509.033,298.772,65.28,1.89
572.624,298.58,65.44,1.8
499.597,301.225,65.39,2.28
558.045,300.267,65.41,1.65
537.261,299.524,65.4,1.79
527.905,297.949,65.51,1.73
510.254,298.932,65.07,1.87
520.78,299.926,65.24,1.62
471.864,299.473,65.19,1.53
423.201,298.627,64.78,1.74
429.509,300.648,65.36,1.77
466.553,297.44,64.65,1.71
451.136,298.83,65.11,1.6
485.94,301.137,66.92,1.1
472.873,302.916,65.29,1.47
433.562,298.205,67.22,0.96
379.028,297.949,65.18,1.62
242.6069032,298.177,64.46,1.83
302.025,297.694,64.53,1.73
444.493,298.255,65.15,1.58
414.674,298.828,65.24,1.7
391.19,299.915,65.46,1.56
326.7347674,298.012,66.16,1.24
503.057,298.389,65.63,1.44
463.474,300.612,65.73,1.35
423.299,301.026,65.72,1.37
447.027,301.095,65.5,1.42
440.382,301.657,65.72,1.47
511.251,300.999,65.19,1.38
410.717,299.927,66.1,1.39
422.349,298.253,66.12,1.57
519.408,298.345,66.06,1.76
456.598,301.447,66.27,1.77
694.597,298.828,66.94,1.36
409.682,298.658,66.79,1.46
723.8237458,299.251,66.1,1.45
536.499,297.949,66.44,2.32
577.924,299.487,65.72,2.44
495.155,297.984,65.81,2.22
598.241,299.916,66.06,1.98
644.072,298.1,66.26,1.94
574.194,298.492,65.05,2.39
531.085,301.075,65.27,2.28
494.068,299.224,66.14,2.07
448.033,300.918,65.43,2.01
599.976,297.729,65.48,1.72
600.258,300.385,65,1.87
598.311,300.622,64.88,2.2
583.539,298.946,65.04,1.93
489.502,298.981,65.21,1.66
269.30738,298.828,65.38,1.41
528.762,297.733,64.62,1.91
541.992,299.048,65.47,1.76
364.779,298.221,64.82,1.18
493.003,298.389,65.21,1.13
495.49,298.65,65.05,1.21
518.321,301.809,65.47,1.34
531.79,302.507,64.35,2.08
545.843,300.522,64.25,2.3
452.161,299.188,64.23,2.32
591.683,299.456,63.94,2.15
589.384,298,64.53,2.15
493.885,298.389,64.85,2.14
516.274,297.57,64.66,2.43
379.065,298.16,63.9,3.23
595.116,300.236,65.37,1.87
430.097,299.513,65.61,1.87
523.332,297.164,64.25,2.32
591.419,300.165,65.53,1.44
630.743,300.011,65.04,1.68
626.929,302.131,65.28,1.79
559.082,298.755,64.81,1.48
574.157,301.249,65.16,1.78
544.856,299.056,65.68,1.56
601.385,299.653,65.38,1.93
555.692,300.629,65.79,1.48
541.484,300.166,65.99,1.76
559.376,302.762,65.84,2.1
495.288,298.458,65.86,2.01
471.45,301.801,65.31,1.69
507.504,299.871,66.29,1.44
553.66,299.26,63.48,2.76
461.228,301.72,64.6,2.62
524.705,301.757,64.63,2.8
575.09,301.207,63.21,4.67
617.572,299.632,64.06,3.56
716.24,298.85,63.88,3.64
582.52,298.339,63.61,4.32
453.491,297.51,64.13,3.63
557.52,298.547,63.86,4.19
616.407,299.785,65.25,2.59
641.703,299.924,65.95,1.16
627.814,299.268,65.95,1.16
606.899,301.488,66.24,1.39
586.544,298.938,65.72,1.65
659.599,299.369,65.65,1.53
475.269,297.902,65.13,2.51
570.561,297.51,65.65,1.82
574.914,298.247,65.87,1.64
541.885,297.07,65.08,2.7
571.352,300.84,65.06596685,2.708950276
574.917,301.655,62.54,4.32
612.396,298.367,62.17,4.77
633.545,298.828,62.45,3.84
693.161,302.563,62.62,4.88
698.429,297.543,62.78,4.13
606.516,299.645,64.5,2.39
506.694,297.711,65.7,2
618.632,298.965,65.16,2.76
550.739,299.254,65.65,2.01
611.599,297.949,65.3,2.22
607.3,297.729,65.56,2.17
612.494,302.413,64.97,2.64
620.117,301.245,65.15,2.48
571.899,302.423,64.26,4.14
556.498,299.048,64.6,2.67
617.982,299.084,64.44,3.14
525.87,297.949,65.62,1.96
602.417,302.344,63.98,2.23
546.096,298.722,64.84,2.81
615.425,301.681,65.49,2.36
592.159,301.744,64.47,3.44
568.307,297.626,65.98,1.44
576.151,298.766,66.34,1.16
598.605,301.685,65.33,1.78
534.812,301.342,66.26,1.37
546.253,298.884,65.92,1.76
555.931,301.67,65.88,1.58
531.177,298.608,65.42,1.98
306.643,299.776,64.99,2.4
244.8512725,298.828,64.99,2.4
246.1463024,266.552,64.99,2.4
247.4413323,194.8397275,64.99,2.4
248.7363623,212.0530848,64.99,2.4
250.0313922,229.2664421,64.99,2.4
251.3264222,246.4797994,64.99,2.4
252.6214521,263.6931567,64.99,2.4
253.916482,280.906514,64.99,2.4
255.211512,298.1198713,64.99,2.4
256.5065419,190.2230265,64.99,2.4
257.8015719,201.5385894,64.99,2.4
259.0966018,299.138,64.99,2.4
260.3916317,301.276,64.99,2.4
260.0814521,298.389,64.99,2.4
246.4551953,301.238,64.99,2.4
266.3745892,302.344,64.99,2.4
462.856,299.535,64.99,2.4
392.77296,303.596,64.8,2.68
559.562,301.455,65.57,1.6
569.242,298.26,65.82,1.57
616.518,301.885,66.02,1.56
606.232,299.226,66.01,1.68
555.323,301.502,66.01,1.68
607.105,298.459,66.01,1.68
551.758,302.058,66.82,0.97
587.387,299.491,66.62,1.1
526.712,300.311,66.62,1.1
595.783,300.824,66.62,1.1
571.695,302.516,66.62,1.1
592.957,302.783,65.23,4.19
503.121,299.978,66.51,1.23
569.517,300.074,66.89,1.04
581.882,298.254,66.39,1.05
603.058,297.728,66.89,1.04
542.06,298.828,66.59,1.02
521.107,298.732,66.37,1.8
573.292,299.268,66.31,1.68
486.813,299.927,66.22,1.98
508.655,297.699,66.94,1.15
476.452,302.184,66.35,1.2
475.6,298.82,66.04,2.19
470.964,297.866,67.17,1
429.25,299.968,67.18,1.1
481.567,302.124,66.95,1.09
518.889,298.639,65.93,1.76
446.636,300.374,66.01,1.66
461.621,298.974,66.64,1.44
408.114,299.999,66.57,1.64
412.102,296.969,65.11,3.53
392.397,300.983,65.39,3.17
437.593,300.163,64.42,3.7
540.258,300.428,65.1,4.29
538.76,299.565,65.38,3.42
557.978,299.277,66,2.59
566.6,298.265,66.19,2.43
596.508,300.586,65.83,2.56
462.277,299.754,65.88,1.86
513.306,300.146,65.86,1.69
541.38,299.928,65.85,1.49
543.71,299.203,66.13,1.29
542.653,299.804,65.28,2.78
570.94,302.344,65.5,1.33
529.175,299.487,64.44,3.27
535.536,300.675,64.75,1.62
469.765,298.828,63.93,3.21
542.311,299.65,64.34,3.09
520.826,301.092,65.49,1.81
464.478,298.389,65.74,1.76
374.8,300.71,67.04,0.86
561.606,297.453,66.36,1.05
615.215,297.48,66.47,1.22
586.147,301.052,66.95,1.1
473.956,299.823,66.01,1.22
470.769,299.473,66.99,1.03
484.405,302.502,67.03,0.96
495.173,300.47,67.18,1.03
497.115,300.977,67.18,0.92
452.875,298.477,67.1,1.02
415.657,303.217,66.63,1.17
430.99,298.787,67.01,1.05
504.15,302.124,66.93,1.02
471.093,299.927,66.64,1.18
330.976,299.542,66.66,1.19
431.71,300.702,66.04,2.24
254.942,299.487,66.36,1.24
383.46,300.667,65.99,1.36
438.099,299.487,66.23,1.08
383.079,298.881,66.37,1.09
409.763,296.631,66.8,1.22
415.835,298.203,64.52,3.53
425.032,301.034,65.94,1.86
406.297,302.641,65.76,2.54
617.881,296.819,65.46,2.42
552.91,299.194,66.17,1.99
556.641,300.369,66.21,1.49
576.172,299.268,66.35,1.45
562.553,299.961,66.38,1.4
592.041,299.927,66,2.17
513.29,300.148,65.03,3.29
533.054,299.565,64.71,3.27
577.096,301.584,63.51,4.36
617.904,302.179,64.27,4.15
620.117,302.124,64.63,4.24
556.668,299.487,64.69,3.81
606.108,301.342,63.66,5.33
713.876,300.577,64.63,4.09
602.172,299.333,64.4,3.71
612.466,302.147,62.21,3.713102493
668.087,298.563,62.21922652,4.271551247
611.472,299.012,63.88,4.83
582.708,300.134,64.98,3.26
555.627,298.613,65.42,2.61
576.694,299.952,65.97,1.69
676.547,298.813,64.28,3.17
723.427,298.655,64.44,3.12
589.036,302.027,66.24,2.06
565.177,298.841,65.55,1.63
604.666,296.938,66.27,1.42
583.994,303.168,65.75,2.04
734.0340332,300.455,65.15,3.11
733.803,299.322,66.07,2.17
332.7900213,299.395,65.12,1.95
601.708,298.472,64.96,1.94
576.663,299.225,65.7,1.88
621.099,299.674,65.52,1.64
579.043,299.339,65.43,1.63
562.246,299.169,65.59,1.74
584.975,299.907,66.04,1.61
586.009,300.289,64.14,2.63
593.971,299.962,65.16,2.02
566.92,299.178,64.66,2.59
543.502,300.299,64.24,3.25
604.154,299.251,65,2.5
530.679,299.048,65.61,2.02
609.466,300.075,66.11,1.43
546.173,298.89,63.72,3
555.788,300.093,64.21,3.11
561.738,296.876,63.81,2.75
589.58,298.767,63.86,3.81
571.085,298.566,64.7,2.08
508.266,299.657,64.7,2.08
344.22,299.707,64.7,2.08
319.702,299.224,64.7,2.08
242.8585517,298.476,64.7,2.08
242.9971724,299.197,64.7,2.08
464.478,300.366,64.1,3.44
570.828,298.828,62.32,5.37
598.755,299.927,63.7,3.12
605.597,300.416,64.6,2.21
538.873,302.783,65.19,2.08
598.569,300.284,65.19,2.08
566.092,296.758,64.5,2.29
572.736,298.91,64.26,2.25
582.702,299.901,64.76,2.19
616.737,303.398,63.54,2.11
623.005,302.706,63.83,1.98
642.49,297.805,64.74,1.53
684.669,299.521,66.14,1.23
619.31,299.904,65.89,1.18
693.378,300.633,66.36,1.22
723.657,297.609,66.23,1.21
659.528,298.188,67.13,1.15
714.781,300.756,67.17,1.24
556.603,300.779,65.98,1.33
459.443,300.18,65.98,1.33
241.7023684,300.586,65.98,1.33
382.08,300.586,64.36,3.61
433.96,300.146,63.26,4.92
511.908,299.424,65.18,2.26
575.906,301.76,65.44,2.21
584.106,302.087,65.44,2.21
573.753,300.032,65.19,1.93
489.591,297.59,65.19,1.93
275.9540952,299.895,65.19,1.93
568.852,298.728,65.19,1.93
602.189,299.819,65.19,1.93
571.994,300.338,65.2,1.98
589.773,299.466,65.63,1.59
533.865,299.765,66.11,1.31
603.405,299.939,66.12,1.24
498.657,299.312,66.11,1.74
567.57,299.276,64.98,3.21
570.068,299.848,65.45,1.66
516.589,299.684,65.6,1.29
600.806,300.885,66.14,1.46
573.392,299.501,65.96,1.12
566.319,299.241,66.44,1.61
523.181,299.544,66.44,1.61
519.628,299.786,64.82,3.13
522.529,299.492,65.8,2.41
491.943,299.749,64.66,3
586.856,299.048,64.65,2.04
564.188,301.749,65.84,1.27
578.621,299.376,64.93,1.67
586.28,299.973,64.93,1.41
530.86,299.215,65.46,1.76
568.588,298.987,64.98,1.9
528.591,299.774,65.57,1.71
559.693,302.856,65.65,1.82
597.914,298.135,65.52,1.83
542.464,299.487,65.26,1.88
579.205,299.085,65.79,1.8
696.762,299.557,65.27,1.13
573.73,299.625,65.83,1.33
645.752,301.025,64.61,3.06
542.084,300.143,65.83,1.5
542.306,300.286,65.99,1.38
536.758,299.487,64.96,2.4
607.627,299.014,65.8,1.85
543.534,301.799,64.19,2.67
577.987,299.267,64.41,2.87
550.744,299.096,65.24,2.5
571.197,299.927,64.21,2.31
549.451,300.91,65.19,1.83
561.344,300.237,65.47,1.78
488.28,300.513,65.62,1.75
594.21,303.889,65.82,1.79
589.374,300.667,65.96,1.32
690.806,302.292,65.2,2.56
577.818,299.628,66.12,1.4
556.568,299.954,65.83,1.27
560.421,299.268,67.04,1.2
500.303,300.566,66.87,1.14
595.296,300.293,66.87,1.14
567.523,302.622,66.15,1.52
532.793,299.232,66.21,1.28
545.134,302.235,63.81,3.2
510.703,299.794,63.61,4.29
522.839,299.623,65.03,2.28
524.507,300.516,65.4,1.62
602.743,300.953,64.88,2.19
575.586,300.669,65.1,1.79
585.281,298.409,65.32,1.78
593.602,297.055,65.87,1.19
499.915,300.033,64.94,2.4
597.967,299.46,66.45,1.17
545.869,299.722,65.79,1.26
545.407,298.745,64.11,3.25
542.961,301.22,64,3.17
522.423,299.529,62.73,4.41
567.554,298.352,62.38,4.77
622.827,300.325,62.92,4.73
558.472,299.11,62.77,4.91
597.366,299.483,65.47,2.08
450.613,298.922,65.26,3.14
306.488,301.414,65.26,3.14
242.954,298.331,65.26,3.14
248.9594328,298.028,65.26,3.14
250.1204854,298.783,65.26,3.14
251.281538,299.273,65.26,3.14
466.466,300.831,63.27,2.94
559.158,299.005,65.9,1.76
602.698,299.302,65.62,1.37
573.302,298.952,64.19,2.42
543.852,299.366,64.21,2.07
582.604,299.166,64.21,2.07
553.589,300.366,65.32,1.55
571.083,299.222,65.85,1.46
549.147,298.608,65.12,1.28
497.437,300.366,65.12,1.28
561.83,298.551,65.68,1.11
531.628,299.456,66.15,1.01
488.385,299.995,66.03,1.33
431.167,297.393,66.16,1.19
329.699,301.448,66.16,1.19
244.1981584,299.693,66.16,1.19
454.749,298.924,67.31,1.54
448.573,300.18,65.79,1.96
565.614,297.29,63.68,3.69
600.483,297.533,65.58,1.15
555.735,297.84,64.71,1.59
584.806,302.124,63.7,3.46
571.21,299.06,64.89,1.64
506.998,299.17,64.8,1.6
612.398,297.754,65.42,1.48
561.576,299,65.5,1.37
617.412,299.52,65.82,1.08
532.936,301.936,65.43,1.17
415.664,300.224,65.51,1.67
415.895,299.324,65.89,2.17
460.632,299.334,65.65,1.64
402.557,300.423,65.13,2.2
514.526,296.631,65.13,2.2
519.06,299.927,65.16,2.1
526.297,299.969,65.43,2.24
537.668,300.433,65.25,2.11
454.544,301.7,65.09,2.2
418.907,299.375,65.09,2.2
478.229,300.562,65.87,1.27
473.808,301.922,67.99,1.1
481.167,297.517,65.6,1.59
538.311,299.285,65.75,1.48
553.671,302.095,66.59,1.3
598.019,300.074,65.52,1.53
593.256,298.929,64.43,1.96
559.275,299.898,64.98,1.76
490.362,295.842,63.82,4.12
561.125,299.122,63.82,4.12
554.632,302.433,64.21,2.33
550.043,301.86,65.86,1.33
602.688,299.165,64.73,1.34
562.177,299.009,64.73,1.34
265.6308972,304.541,64.73,1.34
278.6368785,299.799,64.73,1.34
465.1032681,301.203,64.73,1.34
449.4954012,300.806,64.73,1.34
433.8875343,301.723,64.73,1.34
418.2796673,296.488,64.73,1.34
402.6718004,300.002,64.73,1.34
387.0639335,300.421,64.73,1.34
371.4560665,301.514,64.73,1.34
355.8481996,303.053,64.73,1.34
340.2403327,299.274,64.73,1.34
309.0245988,300.228,64.73,1.34
293.4167319,300.982,64.73,1.34
409.29,300.033,64.73,1.34
389.363,299.936,65.11,1.91
480.324,299.365,65.11,1.91
489.861,300.702,65.11,1.91
551.758,302.226,65.10745856,1.91281768
589.936,297.79,64.65,2.42
626.302,299.033,64.3,2.57
577.067,299.875,65.99,1.3
565.865,299.992,66.13,1.28
334.1316757,301.223,65.1,1.53
383.415,301.722,64.82,1.16
361.207,299.487,64.38,2.62
500.263,300.822,65.84,1.12
597.534,302.783,65.84,1.12
540.194,299.083,65.34,2.13
566.114,298.544,65.71,1.86
553.116,300.738,64.76,2.01
464.569,299.309,65.12,1.87
579.894,298.934,65.64,1.51
606.225,299.245,65.82,1.43
568.525,300.067,66.08,1.37
595.754,303.622,66.36,1.58
507.246,300.86,65.44,1.34
520.59,299.473,65.44,1.34
470.195,299.251,65.99,2.07
436.067,300.146,66.48,1.5
545.004,298.99,68.01,1.38
487.76,300.586,64.18,4.73
401.326,298.963,64.18,4.73
271.5661923,299.256,64.18,4.73
264.9661619,192.4526532,64.18,4.73
268.2323968,192.0489063,64.18,4.73
271.4986316,191.6451595,64.18,4.73
274.7648664,191.2414127,64.18,4.73
278.0311012,190.8376658,64.18,4.73
281.297336,190.433919,64.18,4.73
284.5635709,190.0301722,64.18,4.73
287.8298057,190.0609313,64.18,4.73
291.0960405,190.5189725,64.18,4.73
294.3622753,190.9770138,64.18,4.73
242.9739714,254.443,64.18,4.73
497.168,252.246,64.18,4.73
600.449,251.388,64.18,4.73
559.408,252.432,65.34,1.56
591.632,250.684,66.47,1.31
532.245,251.58,66.33,1.42
566.136,249.637,65.97,1.68
569.883,296.171,66.79,1.78
540.483,298.437,66.33,1.67
573.998,302.536,66.33,1.67
436.156,298.959,64.76,3.87
283.8347064,299.487,66.19,1.38
614.282,300.038,66.2,1.22
599.213,298.334,65.81,2.27
497.535,299.285,64.81,2.13
543.523,301.043,64.81,2.13
580.29,297.218,66.52,1.16
556.035,299.271,66.55,1.04
488.639,299.935,66.59,1.24
539.437,299.021,65.77,2.74
453.281,299.878,66.52,1.28
472.91,251.948,65.87,1.49
583.565,252.604,65.36,2.4
568.331,252.189,63.11,3.17
538.531,248.624,66.49,1.08
505.773,248.877,65.44,2.37
580.231,299.647,66.5,1.34
569.29,299.487,66.32,1.04
527.526,301.213,65.75,1.07
559.161,300.749,65.7,1.29
466.442,298.045,65.83,1.45
526.046,297.112,65.59,1.33
427.246,303.879,66.1,1.3
549.316,299.358,66.08867403,1.317016575
571.471,300.137,64.05,4.38
611.305,298.11,64.05,4.38
562.522,298.828,66.76,1.37
541.879,301.477,66.45,1.23
604.077,298.89,66.65,1.18
558.062,298.681,66.77,1.26
561.822,299.048,65.79,1.26
519.106,302.824,65.52,1.37
541.579,297.439,65.06,2.24
508.533,299.862,65.7,1.05
486.184,297.346,65.16,1.36
489.523,298.957,65.3,1.42
446.167,296.72,65.08,1.39
440.841,299.018,65.34,1.6
429.688,299.573,65.62,1.05
428.417,295.989,65.72,1.73
421.88,300.366,66.31,1.28
508.48,301.106,66.16,1.04
466.919,300.828,66.3,1.13
454.463,298.169,65.97,1.23
452.257,302.484,64.96,1.21
405.42,300.339,66.41,1.16
426.342,301.685,65.94,1.34
483.882,297.397,65.96,1.42
506.801,300.054,65.24,1.4
495.912,299.845,64.65,1.88
467.744,298.488,64.9,1.23
474.834,298.605,66.48,1.12
523.035,301.698,65.64,1.26
443.498,299.769,65.41,1.27
484.794,299.927,65.79,1.04
459.164,299.095,65.19,1.21
410.785,302.741,64.87,1.03
460.867,300.146,65.59,1.07
391.916,298.981,64.8,1.47
420.08,300.463,63.87,2.42
405.331,303.056,65.27,1.36
419.922,303.475,64.43,1.94
380.859,301.043,66.79,1.25
389.478,301.097,64.42,1.82
519.409,301.197,64.76,1.93
468.651,299.998,64.71,2.06
526.483,299.358,63.99,3.48
502.993,301.257,62.92,3.86
499.893,298.943,64.15,3.17
596.345,299.849,63.89,3.02
596.984,302.269,65.09,2.23
573.831,301.944,66.31,1.39
625.041,301.556,65.72,1.31
604.483,300.468,66.38,1.1
517.738,300.5,66.54,1.24
456.033,301.173,66.1,1.12
411.758,298.724,65.32,1.27
274.651,298.49,65.39,1.08
423.836,301.529,64.8,3.55
404.728,296.407,65.13,1.05
412.616,299.447,64.06,1.28
611.577,301.245,65.89,1.2
538.077,301.071,65.82,1.41
581.138,296.402,66.05,1.49
486.397,299.927,65.68,1.74
509.981,297.488,66.02,2.32
444.962,298.555,66.31,1.17
620.538,299.633,66.21,1.13
566.219,300.332,66.46,1.07
490.371,300.555,66.71,1.02
559.258,302.846,66.43,1
452.832,298.441,66.8,0.98
534.668,300.366,65.94,2.97
534.668,300.366,66.4,1.29
534.668,300.366,66.12,1.22
534.668,300.366,65.62,2.05
538.318,301.458,65.66,1.01
548.998,301.422,65.64,1.64
544.565,298.921,66.41,1.14
512.085,299.779,66.26,1.03
520.698,299.132,66.17,1
542.198,296.088,66.23,1.11
444.068,300.098,66.04,1.09
433.112,298.206,65.63,1.19
414.399,300.588,66.2,1.25
419.581,301.591,65.24,1.24
475.4026667,298.11,65.41,1.23
499.67,299.273,65.41,1.23
446.818,299.927,66.48,1.01
455.861,303.042,64.95,2.31
487.915,299.618,63.66,1.81
